title,movie_type,overview
"['heartbreak', 'kid']","['Comedy', 'Romance']","['eddie', ',', '40', '-', 'year', '-', 'old', 'confirm', 'bachelor', 'finally', 'say', '""', '""', 'beautiful', 'sexy', 'lila', '.', 'honeymoon', 'mexico', ',', 'woman', 'dream', 'turn', 'total', 'nightmare', ',', 'guy', 'pull', 'trigger', 'realize', 'jumped', 'gun', '.']"
"['taxi', '3']","['Action', 'Comedy']","['gang', 'thief', 'call', 'santa', 'claus', 'gang', 'wreak', 'havoc', ',', 'police', '.', 'police', 'captain', 'gilbert', 'distracted', 'chinese', 'reporter', 'write', 'story', 'squad', ',', 'taxi', 'driver', 'daniel', 'midst', 'relationship', 'crisis', '.', 'string', 'mistake', 'thieve', 'outsmart', 'police', 'time', 'time', ',', 'daniel', 'super', '-', 'taxi', 'pitch', '.']"
"['dragon', 'ball', 'z', ':', 'bio', '-', 'broly']","['Animation', 'Action', 'Science Fiction']","['jaga', 'bada', ',', 'mr', '.', 'satan', 'old', 'spar', 'partner', ',', 'invite', 'satan', 'personal', 'island', 'hold', 'grudge', 'match', '.', 'trunk', 'goten', 'decide', 'come', 'adventure', 'android', '#', '18', 'follow', 'satan', 'money', 'owe', '.', 'little', 'know', 'jaga', 'bada', 'scientist', 'find', 'way', 'resurrect', 'broly', ',', 'legendary', 'super', 'saiyan', '.']"
['yard'],"['Comedy', 'Thriller', 'Crime']","['jimmy', '""', 'tulip', '""', 'tudeski', 'spend', 'day', 'compulsively', 'clean', 'house', 'perfect', 'culinary', 'skill', 'wife', ',', 'jill', ',', 'purport', 'assassin', 'pull', 'clean', 'hit', '.', 'suddenly', ',', 'uninvited', 'unwelcome', 'connection', 'past', 'unexpectedly', 'show', 'jimmy', 'jill', 'doorstep', ';', 'oz', ',', 'beg', 'help', 'rescue', 'wife', ',', 'cynthia', '.']"
['milf'],"['Comedy', 'Romance']","['childhood', 'friend', '-', 'elise', ',', 'sonia', 'cecile', '-', 'leave', 'summer', 'south', 'france', 'help', 'clear', 'cecile', 'holiday', 'house', 'sale', '.', ',', 'soon', 'prime', 'target', 'horny', 'young', 'man', ',', 'single', '-', 'year', '-', 'old', 'woman', 'attractive', 'girl', 'age', '.']"
"['beautiful', 'wife']","['Comedy', 'Romance']","['mariano', 'marry', '10', 'year', 'miranda', ',', 'woman', 'way', 'league', '.', 'small', '-', 'town', 'life', 'disrupt', 'womanize', 'photographer', 'andrea', ',', '—', 'strike', 'good', 'look', '—', 'offer', 'miranda', '-', 'time', 'modelling', 'job', '.', 'albeit', 'hesitant', ',', 'couple', 'eventually', 'accept', 'invitation', 'seychelle', '...']"
"['midnight', 'sky']","['Science Fiction', 'Drama']","['lone', 'scientist', 'arctic', 'races', 'contact', 'crew', 'astronaut', 'return', 'home', 'mysterious', 'global', 'catastrophe', '.']"
"['barely', 'lethal']","['Action', 'Comedy', 'Adventure', 'Romance']","['16', '-', 'year', '-', 'old', 'international', 'assassin', 'yearn', '""', 'normal', '""', 'adolescence', 'fake', 'death', 'enroll', 'senior', 'suburban', 'high', 'school', '.', 'quickly', 'learn', 'popular', 'painful', 'getting', 'water', '-', 'board', '.']"
"['stranger', 'call']","['Horror', 'Mystery']","['far', 'away', 'site', 'gruesome', 'murder', ',', 'teenager', 'name', 'jill', 'johnson', 'arrive', 'luxurious', 'home', 'baby', '-', 'sit', 'job', '.', 'child', 'fast', 'asleep', ',', 'settle', 'expect', 'ordinary', 'evening', '.', 'soon', ',', 'ring', 'phone', 'frightening', 'word', 'sadistic', 'caller', 'turn', 'jill', 'routine', 'experience', 'night', 'terror', '.']"
['armor'],"['Action', 'Crime', 'Drama', 'Thriller', 'Mystery']","['crew', 'officer', 'armor', 'transport', 'security', 'firm', 'risk', 'lives', 'embark', 'ultimate', 'heist', 'company', '.', 'armed', 'seemingly', 'fool', '-', 'proof', 'plan', ',', 'man', 'plan', 'make', 'fortune', 'harm', '.', 'unexpected', 'witness', 'interfere', ',', 'plan', 'quickly', 'unravel', 'bet', '.']"
['paranoia'],"['Drama', 'Thriller']","['entry', '-', 'level', 'employee', 'powerful', 'corporation', 'find', 'occupy', 'corner', 'office', ',', 'dangerous', 'price', '—', 'spy', 'boss', 'old', 'mentor', 'secure', 'multi', '-', 'billion', 'dollar', 'advantage', '.']"
"['arthur', 'revenge', 'maltazard']","['Adventure', 'Fantasy', 'Animation', 'Family']","['arthur', 'answer', 'distress', 'princess', 'selenia', ',', 'menace', 'nefarious', 'maltazard', '.']"
['reap'],['Horror'],"['katherine', 'morrissey', ',', 'christian', 'missionary', ',', 'lose', 'faith', 'tragic', 'death', 'family', '.', 'apply', 'expertise', 'debunk', 'religious', 'phenomenon', '.', 'series', 'biblical', 'plague', 'overrun', 'small', 'town', ',', 'katherine', 'arrive', 'prove', 'supernatural', 'force', 'occurrence', ',', 'soon', 'find', 'science', 'explain', 'happen', '.', 'instead', ',', 'regain', 'faith', 'combat', 'evil', 'wait', 'louisiana', 'swamp', '.']"
"['high', 'life']","['Science Fiction', 'Drama', 'Mystery']","['father', 'daughter', 'struggle', 'survive', 'deep', 'space', 'live', 'isolation', '.']"
"['thing', 'hear', '&', 'see']",['Horror'],"['catherine', 'clare', 'reluctantly', 'trade', 'life', '1980', 'manhattan', 'remote', 'home', 'tiny', 'hamlet', 'choose', ',', 'new', 'york', ',', 'husband', 'george', 'land', 'job', 'teach', 'art', 'history', 'small', 'hudson', 'valley', 'college', '.', 'good', 'transform', 'old', 'dairy', 'farm', 'place', 'young', 'daughter', 'franny', 'happy', ',', 'catherine', 'increasingly', 'find', 'isolate', '.', 'soon', 'come', 'sense', 'sinister', 'darkness', 'lurk', 'wall', 'ramshackle', 'property', '—', 'marriage', 'george', '.']"
"['boo', '2', '!', 'madea', 'halloween']",['Comedy'],"['madea', 'gang', 'encounter', 'monster', ',', 'goblin', 'boogeymen', 'haunt', 'campground', '.']"
['vanish'],"['Thriller', 'Mystery']","['lighthouse', 'keeper', 'uninhabite', 'island', 'coast', 'scotland', 'discover', 'theirs', '.']"
['messenger'],"['Mystery', 'Thriller', 'Horror']","['solomon', 'trade', 'craziness', 'big', '-', 'city', 'life', 'quiet', 'north', 'dakota', 'farm', ',', 'little', 'expect', 'nightmare', 'follow', '.', 'soon', 'arrive', ',', 'teenage', 'jess', '(', 'kristen', 'stewart', ')', 'young', 'brother', 'terrifying', 'apparition', 'endure', 'attack', 'supernatural', 'source', '.', 'jess', 'warn', 'disbelieve', 'family', 'late', 'save', '.']"
"['urban', 'legend']","['Horror', 'Mystery']","['college', 'campus', 'plague', 'vicious', 'serial', 'killer', 'murder', 'student', 'way', 'correspond', 'urban', 'legend', '.']"
['order'],"['Fantasy', 'Horror', 'Mystery', 'Thriller', 'Romance', 'Drama']","['century', ',', 'secret', 'order', 'priest', 'exist', 'church', '.', 'renegade', 'priest', ',', 'father', 'alex', 'bernier', ',', 'send', 'rome', 'investigate', 'mysterious', 'death', 'order', 'revere', 'member', '.', 'follow', 'series', 'strangely', 'similar', 'killing', ',', 'berni', 'launch', 'investigation', 'force', 'confront', 'unimaginable', 'evil', '.']"
"['master', 'universe']","['Action', 'Fantasy', 'Science Fiction', 'Adventure', 'Thriller']","['evil', 'skeletor', 'find', 'mysterious', 'power', 'call', 'cosmic', 'key', ',', 'nearly', 'invincible', ',', 'seize', 'castle', 'grayskull', 'surround', 'city', '.', 'sorceress', 'skeletor', 'prisoner', 'begin', 'drain', 'life', '-', 'force', 'wait', 'moon', 'eternia', 'align', 'great', 'eye', 'universe', 'bestow', 'god', '-', 'like', 'power', '.', ',', 'courageous', 'warrior', '-', 'man', 'locate', 'locksmith', 'inventor', 'gwildor', ',', 'create', 'key', 'version', '.', 'battle', ',', 'key', 'transport', 'earth', ',', 'find', 'teenager', 'julie', 'kevin', '.', ',', '-', 'man', 'skeletor', 'force', 'arrive', 'earth', 'search', 'potent', 'weapon', '.']"
"['empire', 'wolf']",['Action'],"['young', 'detective', 'paul', 'nerteaux', 'find', 'slash', 'female', 'corpse', 'illegal', 'turkish', 'immigrant', ',', 'decide', 'ask', 'support', 'experience', 'dark', 'retire', 'detective', 'jean', '-', 'louis', 'schiffer', 'chase', 'serial', 'killer', '.', ',', 'infiltrate', 'turkish', 'mafia', 'try', 'find', 'answer', 'crime', '.', ',', 'worker', 'anna', 'heymes', 'submit', 'brain', 'treatment', 'severe', 'headache', 'glimpse', 'memory', 'vision', '.', 'parallel', 'event', 'collide', ',', 'disclose', 'turkish', 'organization', '""', 'wolf', '""', '.']"
"['iron', 'sky']","['Action', 'Comedy', 'Science Fiction']","['moments', 'world', 'war', 'ii', ',', 'secret', 'nazi', 'space', 'program', 'evade', 'destruction', 'flee', 'dark', 'moon', '.', '70', 'year', 'utter', 'secrecy', ',', 'nazi', 'construct', 'gigantic', 'space', 'fortress', 'massive', 'armada', 'flying', 'saucer', '.']"
['garfield'],"['Comedy', 'Family']","['garfield', ',', 'fat', ',', 'lazy', ',', 'lasagna', 'lover', ',', 'cat', 'want', '.', 'jon', ',', 'effort', 'impress', 'liz', '-', 'vet', 'old', 'high', '-', 'school', 'crush', '-', 'adopt', 'dog', 'name', 'odie', 'bring', 'home', ',', 'garfield', 'get', 'thing', 'want', '.', 'competition', '.']"
['canal'],"['Horror', 'Mystery', 'Thriller']","['man', 'suspect', 'wife', 'cheating', 'begin', 'have', 'nightmarish', 'vision', 'evil', 'presence', 'believe', 'inhabit', 'house', '.']"
"['100', 'foot']",['Horror'],"['marnie', 'watson', 'kill', 'abusive', 'husband', 'self', '-', 'defense', ',', 'condemn', 'house', 'arrest', '...', 'discover', 'house', 'possess', 'enrage', 'violent', 'spirit', 'dead', 'husband', '.']"
"['porky', 'ii', ':', 'day']",['Comedy'],"['students', 'angel', 'beach', 'high', 'decide', 'stage', '""', 'evening', 'shakespeare', ',', '""', 'effort', 'threaten', 'miss', 'balbricker', ',', 'view', 'work', 'shakespeare', 'obscene', '.', 'enlist', 'help', 'reverend', 'bubba', 'flavel', ',', 'religious', 'fanatic', 'bring', 'flock', 'follower', 'pressure', 'school', 'shutting', 'production', '.']"
"['tall', 'girl', '2']","['Comedy', 'Romance', 'Drama']","['jodi', 'kreyman', 'gain', 'popularity', ',', 'miscommunication', 'start', 'cause', 'rift', 'need', '""', 'stand', 'tall', '""', '.']"
"['cut', 'bank']","['Crime', 'Drama', 'Mystery', 'Thriller']","['25', '-', 'year', '-', 'old', 'dwayne', 'mclaren', ',', 'athlete', 'turn', 'auto', 'mechanic', ',', 'dream', 'get', 'tiny', 'cut', 'bank', ',', 'montana', 'cold', 'town', 'america', '.', 'effort', 'set', 'motion', 'deadly', 'series', 'event', 'change', 'life', 'life', 'town', 'forever', '...']"
"['sherlock', 'gnome']","['Animation', 'Family', 'Fantasy', 'Comedy', 'Adventure', 'Mystery']","['garden', 'gnome', 'gnomeo', '&', 'juliet', 'recruit', 'renown', 'detective', 'sherlock', 'gnome', 'investigate', 'mysterious', 'disappearance', 'garden', 'ornament', '.']"
"['perfect', 'guy']","['Drama', 'Thriller']","['fulfil', 'career', 'love', 'relationship', ',', 'lobbyist', 'leah', 'vaughn', '.', 'thing', 'come', 'crash', 'dave', ',', 'long', '-', 'term', 'boyfriend', ',', 'disagree', 'future', 'plan', 'marriage', 'family', '.', 'result', 'painful', 'breakup', 'leave', 'leah', 'heartbroken', ',', 'meet', 'charming', 'handsome', 'carter', 'duncan', '.', 'soon', ',', 'bud', 'romance', 'turn', 'dangerous', 'carter', 'reveal', 'volatile', 'nature', ',', 'force', 'leah', 'break', 'man', 'think', 'mr', '.', 'right', '.', 'soon', 'realize', 'carter', 'want', 'let', '.']"
"['green', 'inferno']","['Adventure', 'Horror']","['group', 'student', 'activist', 'travel', 'new', 'york', 'city', 'amazon', 'save', 'rainforest', '.', '  ', ',', 'arrive', 'vast', 'green', 'landscape', ',', 'soon', 'discover', '…', 'good', 'deed', 'go', 'unpunished', '.']"
"['mess', 'zohan']","['Comedy', 'Action']","['israeli', 'counterterrorism', 'soldier', 'secretly', 'fabulous', 'ambition', 'manhattan', 'hairstylist', '.', 'zohan', 'desire', 'run', 'deep', '--', 'include', 'fake', 'death', 'go', 'head', '-', '-', 'head', 'arab', 'cab', 'driver', '--', 'dream', 'come', 'true', '.']"
"['star', 'trek', 'v', ':', 'final', 'frontier']","['Science Fiction', 'Action', 'Adventure', 'Thriller']","['renegade', 'vulcan', 'startle', 'secret', 'hijack', 'u.s.s', '.', 'enterprise', 'order', 'find', 'mythical', 'planet', '.']"
"['vike', 'wolf']","['Horror', 'Thriller', 'Mystery']","['witness', 'grotesque', 'murder', 'party', 'new', 'town', ',', 'teenager', 'start', 'have', 'strange', 'vision', 'bizarre', 'desire', '.']"
"['good', 'man']",['Comedy'],"['groom', 'good', 'man', 'travel', 'australian', 'outback', 'wedding', '.']"
"['amityville', 'ii', ':', 'possession']",['Horror'],"['anthony', 'dolore', 'montelli', ',', 'child', ',', 'dream', 'house', 'amityville', 'immediately', 'plague', 'string', 'paranormal', 'experience', '.', 'abusive', 'anthony', 'wrongly', 'place', 'blame', 'child', ',', 'dolore', 'recruit', 'local', 'catholic', 'priest', 'exorcise', 'house', '.']"
['tuxedo'],"['Thriller', 'Action', 'Comedy', 'Science Fiction']","['cabbie', '-', 'turn', '-', 'chauffeur', 'jimmy', 'tong', 'learns', 'rule', 'work', 'playboy', 'millionaire', 'clark', 'devlin', ':', 'touch', 'devlin', 'prized', 'tuxedo', '.', 'devlin', 'temporarily', 'commission', 'explosive', 'accident', ',', 'jimmy', 'put', 'tux', 'soon', 'discover', 'extraordinary', 'suit', 'black', 'belt', 'black', 'tie', '.', 'pair', 'partner', 'inexperienced', ',', 'jimmy', 'unwitte', 'secret', 'agent', '.']"
"['billionaire', 'boy', 'club']",['Drama'],"['group', 'wealthy', 'boy', 'los', 'angeles', 'early', '1980', 'establish', 'rich', 'quick', 'scam', 'turn', 'deadly', '.']"
['contract'],"['Drama', 'Action', 'Thriller', 'Crime']","['attempt', 'recover', 'recent', 'family', 'trauma', 'escape', 'wood', 'peaceful', 'hiking', 'trip', ',', 'ex', '-', 'lawman', 'young', 'son', 'stumble', 'dangerous', 'contract', 'killer', '.']"
['colony'],"['Science Fiction', 'Thriller']","['-', '-', 'distant', 'future', ':', 'global', 'catastrophe', 'wipe', 'nearly', 'humanity', 'earth', ',', 'elite', 'astronaut', 'space', 'colony', 'kepler', 'decision', 'seal', 'fate', 'people', 'planet', '.']"
"['let', 'prey']","['Thriller', 'Horror']","['rachel', ',', 'rookie', 'cop', ',', 'begin', 'night', 'shift', 'neglect', 'police', 'station', 'scottish', ',', 'backwater', 'town', '.', 'kind', 'place', 'tide', 'go', 'strand', 'motley', 'bunch', 'aimless', ',', 'forget', ',', 'bitter', '-', '-', 'twisted', 'think', ',', ',', 'deserve', '.', 'think', 'accident', ',', 'little', 'luck', ',', 'life', 'go', 'well', '.', 'wrong', ',', 'count', '.', 'arrive', '-', 'hell', 'break', 'loose', '!']"
['ex'],"['Comedy', 'Romance']","['people', 'struggle', 'relationship', ',', 'lack', 'thereof', ',', 'cross', 'path', 'respective', 'ex', '—', 'discover', 'harbor', 'feeling', '.']"
['fire'],"['Action', 'Thriller']","['epa', 'representative', 'murder', 'small', 'appalachian', 'community', ',', 'epa', 'undercover', 'agent', 'jack', 'taggart', 'send', '—', 'pose', 'handyman', 'work', 'christian', 'relief', 'agency', '—', 'determine', 'happen', '.']"
"['child', 'corn']","['Horror', 'Thriller']","['travel', 'couple', 'end', 'abandon', 'nebraska', 'town', 'inhabit', 'cult', 'murderous', 'child', 'worship', 'demon', 'live', 'local', 'cornfield', '.']"
"['vampires', 'vs.', 'bronx']","['Comedy', 'Horror']","['gutsy', 'kid', 'rapidly', 'gentrify', 'bronx', 'neighborhood', 'stumble', 'sinister', 'plot', 'suck', 'life', 'belove', 'community', '.']"
['-'],"['Action', 'Adventure', 'Comedy']","['life', 'bank', 'manager', 'turn', 'upside', 'friend', 'past', 'manipulate', 'fake', 'death', 'take', 'adventure', '.']"
"['cousin', 'rachel']","['Drama', 'Romance']","['young', 'englishman', 'plot', 'revenge', 'mysterious', ',', 'beautiful', 'cousin', ',', 'believe', 'murder', 'guardian', '.', 'feeling', 'complicated', 'find', 'fall', 'beguiling', 'spell', 'charm', '.']"
"['town', 'dread', 'sundown']","['Thriller', 'Horror']","['mask', 'maniac', 'terrorize', 'small', 'community', 'murderer', 'know', 'phantom', 'killer', 'strike', 'decade', 'early', '.']"
['turn'],"['Horror', 'Thriller']","['young', 'woman', 'quit', 'teach', 'job', 'private', 'tutor', 'governess', 'wealthy', 'young', 'kid', ',', 'soon', 'start', 'suspect', 'house', 'meet', 'eye', '.']"
"['wrong', 'turn', '4', ':', 'bloody', 'beginning']","['Horror', 'Thriller']","['group', 'friends', 'refuge', 'deserted', 'sanatorium', 'leave', 'strand', 'snowstorm', '.', 'later', ',', 'place', 'death', 'trap', 'man', '-', 'eat', 'cannibal', 'surround', '.']"
"['prom', 'night']","['Horror', 'Mystery', 'Thriller']","['high', 'school', 'senior', 'prom', ',', 'masked', 'killer', 'stalk', 'teenager', 'responsible', 'accidental', 'death', 'classmate', 'year', 'prior', '.']"
['timeline'],"['Action', 'Adventure', 'Science Fiction']","['group', 'archaeological', 'student', 'trap', 'past', 'retrieve', 'professor', '.', 'group', 'survive', '14th', 'century', 'france', 'long', 'rescue', '.']"
"['lose', 'prince']","['Fantasy', 'Adventure', 'Comedy']","['djibi', 'live', 'sofia', ',', '8', '-', 'year', '-', 'old', 'daughter', '.', 'night', ',', 'invent', 'story', 'sleep', '.', 'sofia', 'fall', 'asleep', ',', 'extraordinary', 'story', 'come', 'life', 'imaginary', 'world', 'inhabit', 'knight', ',', 'pirate', 'dragon', '.', 'world', 'belong', ',', 'sofia', 'princess', 'save', ',', 'brave', 'prince', 'djibi', '.', '  ', '3', 'year', 'later', ',', 'entry', 'sofia', 'college', 'mark', 'end', 'childhood', '.', 'despair', 'father', ',', 'long', 'need', 'story', 'night', '.', 'hand', ',', 'djibi', 'accept', 'daughter', 'grow', 'away', '.', 'hand', ',', 'world', 'story', ',', 'prince', 'face', 'epic', 'adventure', '.', 'find', 'destiny', 'world', 'long', 'place', '.']"
['ibiza'],"['Comedy', 'Romance']","['responsible', 'thing', '.', 'ibiza', 'good', 'friend', 'chase', 'hot', 'dj', '.', 'easy', 'choice', '.']"
"['dinner', 'schmuck']",['Comedy'],"['rise', 'executive', 'tim', 'conrad', 'works', 'boss', 'host', 'monthly', 'dinner', 'guest', 'bring', 'big', 'buffoon', 'get', 'career', '-', 'boost', '.', 'tim', 'plan', 'attend', 'meet', 'barry', ',', 'man', 'build', 'diorama', 'stuff', 'mouse', '.', 'barry', 'blunder', 'good', 'intention', 'send', 'tim', 'life', 'downward', 'spiral', ',', 'threaten', 'major', 'business', 'deal', 'possibly', 'scuttle', 'tim', 'engagement', 'fiancee', '.']"
"['knight', 'cup']","['Drama', 'Romance']","['rick', 'screenwriter', 'live', 'los', 'angeles', '.', 'successful', 'career', ',', 'life', 'feel', '.', 'haunt', 'confused', ',', 'find', 'temporary', 'solace', 'decadent', 'hollywood', 'excess', 'define', 'existence', '.', 'woman', 'provide', 'distraction', 'daily', 'pain', ',', 'encounter', 'bring', 'close', 'finding', 'place', 'world', '.']"
['q'],"['Crime', 'Horror', 'Mystery']","['new', 'york', 'police', 'bemuse', 'report', 'giant', 'fly', 'lizard', 'spot', 'rooftop', 'new', 'york', ',', 'lizard', 'start', 'eat', 'people', '.', '-', '-', 'work', 'ex', '-', 'con', 'person', 'know', 'location', 'monster', 'nest', 'determine', 'turn', 'knowledge', 'advantage', ',', 'gamble', 'pay', 'end', 'lizard', 'food', '?']"
"['legally', 'blonde', '2', ':', 'red', ',', 'white', '&', 'blonde']","['Comedy', 'Romance']","['rise', 'young', 'lawyer', ',', 'elle', 'woods', 'partner', 'firm', ',', 'find', 'dog', 'relative', 'cosmetic', 'test', 'subject', ',', 'head', 'washington', 'd.c', '.', 'fight', 'animal', 'right', '.']"
"['base', 'true', 'story']","['Thriller', 'Mystery']","['delphine', 'author', 'autobiographical', 'novel', 'bestseller', '.', 'exhausted', 'promotional', 'tour', ',', 'feel', 'place', ',', 'paralyzed', 'idea', 'having', 'start', 'write', ',', 'meet', 'elle', ',', 'young', ',', 'attractive', ',', 'intelligent', ',', 'intuitive', 'woman', 'understand', 'well', '.']"
"['hit', '&', 'run']","['Action', 'Comedy', 'Romance']","['getaway', 'driver', 'charlie', 'bronson', 'jeopardise', 'witness', 'protection', 'plan', 'identity', 'order', 'help', 'girlfriend', 'los', 'angeles', ',', 'fed', 'charlie', 'gang', 'chase', 'road', '.']"
"['hall', 'pass']","['Comedy', 'Romance']","['good', 'bud', 'rick', 'fred', 'begin', 'sign', 'restlessness', 'home', ',', 'wife', 'bold', 'approach', 'revitalize', 'marriage', ',', 'grant', 'guy', ""'"", 'hall', ""pass'—one"", 'week', 'freedom', 'want', '.', ',', 'like', 'dream', 'come', 'true', ',', 'quickly', 'discover', 'expectation', 'single', 'life', '—', '—', 'completely', 'hilariously', 'sync', 'reality', '.']"
"['jean', '-', 'philippe']","['Comedy', 'Music']","['bourgeois', 'office', 'drone', 'raison', ""d'être"", 'music', 'french', 'rocker', 'johnny', 'hallyday', 'awakens', 'day', 'alternate', 'universe', 'famed', 'musician', 'record', 'single', 'song', '.', 'office', 'dutifully', 'plug', '-', 'away', ',', 'fabrice', 'live', 'deadly', 'dull', 'life', '.']"
"['young', 'one']","['Western', 'Action', 'Drama', 'Science Fiction']","['future', 'water', 'scarce', ',', 'farmer', 'defend', 'land', 'hope', 'rejuvenate', 'parch', 'soil', '.', ',', 'daughter', 'boyfriend', 'scheme', 'steal', 'land', '.']"
"['quarantine', '2', ':', 'terminal']","['Horror', 'Mystery', 'Science Fiction']","['plane', 'take', 'mysterious', 'virus', '.', 'plane', 'land', 'place', 'quarantine', '.', 'group', 'survivor', 'band', 'survive', 'quarantine', '.']"
"['doctor', 'dolittle']","['Comedy', 'Family', 'Fantasy']","['successful', 'physician', 'devoted', 'family', 'man', ',', 'john', 'dolittle', 'world', 'tail', ',', 'long', 'suppress', 'talent', 'possess', 'child', ',', 'ability', 'communicate', 'animal', 'suddenly', 'reawaken', 'vengeance', '!', 'creature', 'squawk', 'distance', 'want', 'good', 'doctor', 'advice', ',', 'unleash', 'outrageous', 'chain', 'event', 'turn', 'world', 'upside', '!']"
"['excited', '!']",['Comedy'],"['go', 'wrong', 'landing', 'gear', 'plane', 'en', 'route', 'madrid', 'mexico', 'city', '.', 'group', 'eccentric', 'traveler', 'flight', ',', 'defenseless', 'face', 'danger', ',', 'indulge', 'colourful', 'confessional', ',', 'outlandish', 'crew', 'attempt', 'find', 'way', 'entertain', '.']"
"['win', 'date', 'tad', 'hamilton', '!']","['Comedy', 'Romance']","['small', '-', 'town', 'girl', 'win', 'date', 'hollywood', 'star', 'contest', '.', 'date', 'goes', 'well', 'expect', ',', 'love', 'triangle', 'form', 'girl', ',', 'celebrity', ',', 'girl', 'good', 'friend', '.']"
['month'],"['Romance', 'Comedy']","['find', 'longtime', 'girlfriend', 'pregnant', ',', 'commitment', '-', 'phobe', 'realize', 'change', 'lifestyle', 'well', ',', 'bad', '.']"
"['red', 'planet']","['Thriller', 'Action', 'Science Fiction']","['astronaut', 'search', 'solution', 'save', 'die', 'earth', 'search', 'mar', ',', 'mission', 'terribly', 'awry', '.']"
['acid'],"['Drama', 'Science Fiction', 'Fantasy']","['heat', 'wave', ',', 'strange', 'cloud', 'start', 'pour', 'acid', 'rain', ',', 'wreak', 'devastation', 'panic', 'france', '.', 'world', 'teetering', 'edge', ',', 'girl', 'divorce', 'parent', 'join', 'force', 'confront', 'try', 'escape', 'climate', 'catastrophe', '.']"
"['madame', 'bovary']",['Drama'],"['classic', 'story', 'emma', 'bovary', ',', 'beautiful', 'wife', 'small', '-', 'town', 'doctor', '19th', 'century', 'france', ',', 'engage', 'extra', 'marital', 'affair', 'attempt', 'advance', 'social', 'status', '.']"
"['major', 'league', 'ii']",['Comedy'],"['lose', 'alcs', 'year', ',', 'cleveland', 'indians', 'determine', 'world', 'series', 'time', '!', ',', 'contend', 'rachel', 'phelps', 'buy', 'team', '.']"
['downrange'],"['Horror', 'Thriller']","['strand', 'road', 'tire', 'blowout', ',', 'group', 'friend', 'target', 'enigmatic', 'sniper', '.']"
"['rich', ',', 'pauper', 'butler']",['Comedy'],"['wealthy', 'broker', ',', 'loyal', 'butler', ',', 'poor', 'street', 'seller', 'social', 'position', 'change', 'twist', 'fate', '.']"
['haywire'],"['Action', 'Thriller', 'Drama']","['black', 'op', 'soldier', 'seek', 'payback', 'betray', 'leave', 'dead', '.']"
"['red', 'dawn']","['Action', 'Thriller']","['city', 'washington', 'state', 'awaken', 'surreal', 'sight', 'foreign', 'paratrooper', 'drop', 'sky', '—', 'shockingly', ',', 'u.s', '.', 'invade', 'hometown', 'initial', 'target', '.', 'quickly', 'warn', ',', 'citizen', 'find', 'prisoner', 'town', 'enemy', 'occupation', '.', 'determine', 'fight', ',', 'group', 'young', 'patriot', 'seek', 'refuge', 'surround', 'wood', ',', 'train', 'reorganize', 'guerrilla', 'group', 'fighter', '.']"
"['confession', 'teenage', 'drama', 'queen']",['Comedy'],"['dramatic', 'lola', 'family', 'center', 'new', 'york', 'city', 'center', 'cultural', 'wasteland', 'suburban', 'new', 'jersey', ',', 'feel', 'life', 'simply', 'worth', 'live', '!', 'matter', 'get', 'way', ',', 'lola', 'will', 'life', 'ambition', ':', 'star', '!', 'crowd', '-', 'please', 'movie', 'treat', 'burst', 'music', ',', 'dance', 'excitement', ',', 'lola', 'fun', '-', 'fill', 'adventure', 'will', 'glamorous', 'easy', ',', 'real', 'life', 'exceed', 'wildest', 'dream', '!']"
['mara'],"['Crime', 'Horror', 'Thriller']","['criminal', 'psychologist', 'kate', 'full', 'assign', 'murder', 'man', 'seemingly', 'strangle', 'sleep', 'wife', 'witness', '-', 'year', '-', 'old', 'daughter', ',', 'sophie', '.', 'kate', 'dig', 'mystery', 'ancient', 'demon', 'kill', 'people', 'sleep', ',', 'experience', 'petrify', 'symptom', 'previous', 'victim', 'spiral', 'chill', 'nightmare', 'save', 'sophie', 'dare', 'fall', 'asleep', '.']"
"['man', 'work']","['Comedy', 'Crime']","['garbage', 'man', 'find', 'body', 'city', 'councilman', 'trash', 'route', '.', 'help', 'supervisor', ',', 'duo', 'solve', 'case', 'find', 'man', 'killer', 'hiding', 'body', 'cop', '.']"
['ra.one'],"['Adventure', 'Action', 'Science Fiction']","['titular', 'antagonist', 'action', 'game', 'take', 'physical', 'form', ',', 'game', 'powerful', 'protagonist', 'save', 'world', '.']"
['gamer'],"['Action', 'Thriller', 'Science Fiction']","['mind', '-', 'control', 'technology', 'take', 'society', 'storm', ',', 'multiplayer', '-', 'line', 'game', 'call', '""', 'slayer', '""', 'allow', 'player', 'control', 'human', 'prisoner', 'mass', '-', 'scale', '.', 'simon', 'control', 'kable', ',', 'online', 'champion', 'game', '.', 'kable', 'ultimate', 'challenge', 'regain', 'identity', 'independence', 'defeat', 'game', 'mastermind', '.']"
"['hudson', 'hawk']","['Action', 'Adventure', 'Comedy']","['eddie', 'hawkins', ',', 'call', 'hudson', 'hawk', 'release', 'year', 'prison', 'planning', 'spend', 'rest', 'life', 'honestly', '.', 'crazy', 'mayflow', 'couple', 'blackmail', 'steal', 'work', 'leonardo', 'da', 'vinci', '.', 'refuse', ',', 'threaten', 'kill', 'friend', 'tommy', '.']"
['hick'],"['Comedy', 'Drama']","['pistol', '-', 'pack', 'teen', 'meet', 'unstable', 'rebel', 'cocaine', '-', 'snort', 'drifter', 'hitchhike', 'way', 'west', '.']"
